id,original_id,prompt,label,label_name,source_detail,source_family,base_source_detail,origin_type,provenance,style_family,attack_type,risk_subtype,cue_quadrant,difficulty,length,length_bin,pair_id,split_group_id,split,is_hard_negative,is_counterfactual,quality_flags,review_flag,original_prompt,normalized_for_detection,strong_normalized_prompt,rewrite_flag,rewrite_reason,translation_engine,audit_flags,action,pre_rewrite_prompt,rewrite_action,replacement_reason,_pool_type,_dec
v33_00000,,오늘 할 일 목록을 우선순위별로 정리해 주세요.,0,normal,v33_llm_general_normal,normal_style_boundary_family,v33_llm_general_normal,v33_relaxed_continuation,v33_relaxed_continuation,short_general_question,none,general_user_request,cue_negative_normal,medium,26,20_99,v33_00000,v33_00000,train,False,False,v33_relaxed_continuation,False,,오늘할일 목록을 우선순위별로 정리해 주세요.,오늘할일목록을우선순위별로정리해,True,v33_relaxed_continuation,,,added,,v33_add,v33_relaxed_continuation,gn,-0.858502759598541
v33_00001,,이 레시피에서 채소를 다른 재료로 대체할 수 있는지 알려 주세요.,0,normal,v33_llm_general_normal,normal_style_boundary_family,v33_llm_general_normal,v33_relaxed_continuation,v33_relaxed_continuation,short_general_question,none,general_user_request,cue_negative_normal,medium,36,20_99,v33_00001,v33_00001,train,False,False,v33_relaxed_continuation,False,,이 레시피에서 채소를 다른 재료로 대체할수 있는지 알려 주세요.,이레시피에서채소를다른재료로대체할수있는지알려주세요,True,v33_relaxed_continuation,,,added,,v33_add,v33_relaxed_continuation,gn,-1.2561203220404424
v33_00002,,이 앱의 업데이트 내역을 알기 쉽게 요약해 주세요.,0,normal,v33_llm_general_normal,normal_style_boundary_family,v33_llm_general_normal,v33_relaxed_continuation,v33_relaxed_continuation,short_general_question,none,general_user_request,cue_negative_normal,medium,28,20_99,v33_00002,v33_00002,train,False,False,v33_relaxed_continuation,False,,이 앱의 업데이트 내역을 알기 쉽게 요약해 주세요.,이앱의업데이트내역을알기쉽게요약해,True,v33_relaxed_continuation,,,added,,v33_add,v33_relaxed_continuation,gn,-1.0012419159419312
v33_00003,,이 영수증에서 항목별 합계를 계산해 주세요.,0,normal,v33_llm_general_normal,normal_style_boundary_family,v33_llm_general_normal,v33_relaxed_continuation,v33_relaxed_continuation,short_general_question,none,general_user_request,cue_negative_normal,medium,24,20_99,v33_00003,v33_00003,train,False,False,v33_relaxed_continuation,False,,이 영수증에서 항목별 합계를 계산해 주세요.,이영수증에서항목별합계를계산해,True,v33_relaxed_continuation,,,added,,v33_add,v33_relaxed_continuation,gn,-1.0196107053490215
v33_00004,,이 노래 가사의 핵심 감정을 한 줄로 표현해 주세요.,0,normal,v33_llm_general_normal,normal_style_boundary_family,v33_llm_general_normal,v33_relaxed_continuation,v33_relaxed_continuation,short_general_question,none,general_user_request,cue_negative_normal,medium,29,20_99,v33_00004,v33_00004,train,False,False,v33_relaxed_continuation,False,,이 노래 가사의 핵심 감정을한 줄로 표현해 주세요.,이노래가사의핵심감정을한줄로표현해,True,v33_relaxed_continuation,,,added,,v33_add,v33_relaxed_continuation,gn,-0.6962498672902051
v33_00005,,이 행사 포스터에 들어갈 슬로건을 만들어 주세요.,0,normal,v33_llm_general_normal,normal_style_boundary_family,v33_llm_general_normal,v33_relaxed_continuation,v33_relaxed_continuation,short_general_question,none,general_user_request,cue_negative_normal,medium,27,20_99,v33_00005,v33_00005,train,False,False,v33_relaxed_continuation,False,,이 행사 포스터에 들어갈 슬로건을 만들어 주세요.,이행사포스터에들어갈슬로건을만들어주세요,True,v33_relaxed_continuation,,,added,,v33_add,v33_relaxed_continuation,gn,-0.9400730782987677
v33_00006,,이 단어가 어떤 상황에서 쓰이는지 예시를 들어 주세요.,0,normal,v33_llm_general_normal,normal_style_boundary_family,v33_llm_general_normal,v33_relaxed_continuation,v33_relaxed_continuation,short_general_question,none,general_user_request,cue_negative_normal,medium,30,20_99,v33_00006,v33_00006,train,False,False,v33_relaxed_continuation,False,,이 단어가 어떤 상황에서 쓰이는지 예시를 들어 주세요.,이단어가어떤상황에서쓰이는지예시를들어주세요,True,v33_relaxed_continuation,,,added,,v33_add,v33_relaxed_continuation,gn,-0.8558064374035357
v33_00007,,이 그래프에서 가장 눈에 띄는 변화를 설명해 주세요.,0,normal,v33_llm_general_normal,normal_style_boundary_family,v33_llm_general_normal,v33_relaxed_continuation,v33_relaxed_continuation,short_general_question,none,general_user_request,cue_negative_normal,medium,29,20_99,v33_00007,v33_00007,train,False,False,v33_relaxed_continuation,False,,이 그래프에서 가장 눈에 띄는 변화를 설명해 주세요.,이그래프에서가장눈에띄는변화를설명해,True,v33_relaxed_continuation,,,added,,v33_add,v33_relaxed_continuation,gn,-0.8930133254552678
v33_00008,,이 지도에서 두 지점 사이 가장 빠른 경로를 알려 주세요.,0,normal,v33_llm_general_normal,normal_style_boundary_family,v33_llm_general_normal,v33_relaxed_continuation,v33_relaxed_continuation,short_general_question,none,general_user_request,cue_negative_normal,medium,32,20_99,v33_00008,v33_00008,train,False,False,v33_relaxed_continuation,False,,이 지도에서두 지점 사이 가장 빠른 경로를 알려 주세요.,이지도에서두지점사이가장빠른경로를알려주세요,True,v33_relaxed_continuation,,,added,,v33_add,v33_relaxed_continuation,gn,-0.9645813456333096
v33_00009,,이 사진 설명을 소셜 미디어에 올릴 수 있는 캡션으로 바꿔 주세요.,0,normal,v33_llm_general_normal,normal_style_boundary_family,v33_llm_general_normal,v33_relaxed_continuation,v33_relaxed_continuation,short_general_question,none,general_user_request,cue_negative_normal,medium,37,20_99,v33_00009,v33_00009,train,False,False,v33_relaxed_continuation,False,,이 사진 설명을 소셜 미디어에 올릴수 있는 캡션으로 바꿔 주세요.,이사진설명을소셜미디어에올릴수있는캡션으로바꿔주세요,True,v33_relaxed_continuation,,,added,,v33_add,v33_relaxed_continuation,gn,-1.1743158022765772
