id,original_id,prompt,label,label_name,source_detail,source_family,base_source_detail,origin_type,provenance,style_family,attack_type,risk_subtype,cue_quadrant,difficulty,length,length_bin,pair_id,split_group_id,split,is_hard_negative,is_counterfactual,quality_flags,review_flag,original_prompt,normalized_for_detection,strong_normalized_prompt,rewrite_flag,rewrite_reason,translation_engine,audit_flags,action,pre_rewrite_prompt,rewrite_action,replacement_reason,_pool_type,_dec
v36_00000,,이 악보에서 어려운 부분을 짚어 주세요.,0,normal,v36_llm_general_normal,normal_style_boundary_family,v36_llm_general_normal,v36_adaptive_expansion,v36_adaptive_expansion,short_general_question,none,general_user_request,cue_negative_normal,medium,22,20_99,v36_00000,v36_00000,train,False,False,v36_adaptive_expansion,False,,이 악보에서 어려운 부분을 짚어 주세요.,이악보에서어려운부분을짚어주세요,True,v36_adaptive_expansion,,,added,,v36_add,v36_adaptive_expansion,gn,-1.0196417857469047
v36_00001,,이 사진을 어떻게 구도를 잡으면 좋을지 알려 주세요.,0,normal,v36_llm_general_normal,normal_style_boundary_family,v36_llm_general_normal,v36_adaptive_expansion,v36_adaptive_expansion,short_general_question,none,general_user_request,cue_negative_normal,medium,29,20_99,v36_00001,v36_00001,train,False,False,v36_adaptive_expansion,False,,이 사진을 어떻게 구도를 잡으면 좋을지 알려 주세요.,이사진을어떻게구도를잡으면좋을지알려주세요,True,v36_adaptive_expansion,,,added,,v36_add,v36_adaptive_expansion,gn,-1.3828997468908113
v36_00002,,이 식재료로 만들 수 있는 간단한 요리를 추천해 주세요.,0,normal,v36_llm_general_normal,normal_style_boundary_family,v36_llm_general_normal,v36_adaptive_expansion,v36_adaptive_expansion,short_general_question,none,general_user_request,cue_negative_normal,medium,31,20_99,v36_00002,v36_00002,train,False,False,v36_adaptive_expansion,False,,이 식재료로 만들수 있는 간단한 요리를 추천해 주세요.,이식재료로만들수있는간단한요리를추천해,True,v36_adaptive_expansion,,,added,,v36_add,v36_adaptive_expansion,gn,-1.0281755339246295
v36_00003,,이 운동 루틴이 효과적인지 평가해 주세요.,0,normal,v36_llm_general_normal,normal_style_boundary_family,v36_llm_general_normal,v36_adaptive_expansion,v36_adaptive_expansion,short_general_question,none,general_user_request,cue_negative_normal,medium,23,20_99,v36_00003,v36_00003,train,False,False,v36_adaptive_expansion,False,,이 운동 루틴이 효과적인지 평가해 주세요.,이운동루틴이효과적인지평가해,True,v36_adaptive_expansion,,,added,,v36_add,v36_adaptive_expansion,gn,-0.44769189207152577
v36_00005,,이 게임 규칙을 초보자에게 설명하는 방법을 알려 주세요.,0,normal,v36_llm_general_normal,normal_style_boundary_family,v36_llm_general_normal,v36_adaptive_expansion,v36_adaptive_expansion,short_general_question,none,general_user_request,cue_negative_normal,medium,31,20_99,v36_00005,v36_00005,train,False,False,v36_adaptive_expansion,False,,이 게임 규칙을 초보자에게 설명하는 방법을 알려 주세요.,이게임규칙을초보자에게설명하는방법을알려주세요,True,v36_adaptive_expansion,,,added,,v36_add,v36_adaptive_expansion,gn,-0.8223224993091092
v36_00006,,이 지역의 유명 관광지를 세 군데 알려 주세요.,0,normal,v36_llm_general_normal,normal_style_boundary_family,v36_llm_general_normal,v36_adaptive_expansion,v36_adaptive_expansion,short_general_question,none,general_user_request,cue_negative_normal,medium,26,20_99,v36_00006,v36_00006,train,False,False,v36_adaptive_expansion,False,,이 지역의 유명 관광지를세 군데 알려 주세요.,이지역의유명관광지를세군데알려주세요,True,v36_adaptive_expansion,,,added,,v36_add,v36_adaptive_expansion,gn,-1.0795142545017447
v36_00007,,이 전자기기의 배터리 절약 방법을 알려 주세요.,0,normal,v36_llm_general_normal,normal_style_boundary_family,v36_llm_general_normal,v36_adaptive_expansion,v36_adaptive_expansion,short_general_question,none,general_user_request,cue_negative_normal,medium,26,20_99,v36_00007,v36_00007,train,False,False,v36_adaptive_expansion,False,,이 전자기기의 배터리 절약 방법을 알려 주세요.,이전자기기의배터리절약방법을알려주세요,True,v36_adaptive_expansion,,,added,,v36_add,v36_adaptive_expansion,gn,-1.4186547570079056
v36_00008,,이 문서 양식이 공식 서류에 맞는지 확인해 주세요.,0,normal,v36_llm_general_normal,normal_style_boundary_family,v36_llm_general_normal,v36_adaptive_expansion,v36_adaptive_expansion,short_general_question,none,general_user_request,cue_negative_normal,medium,28,20_99,v36_00008,v36_00008,train,False,False,v36_adaptive_expansion,False,,이 문서 양식이 공식 서류에 맞는지 확인해 주세요.,이문서양식이공식서류에맞는지확인해,True,v36_adaptive_expansion,,,added,,v36_add,v36_adaptive_expansion,gn,-1.1662973597511541
v36_00009,,이 소설의 주요 등장인물을 정리해 주세요.,0,normal,v36_llm_general_normal,normal_style_boundary_family,v36_llm_general_normal,v36_adaptive_expansion,v36_adaptive_expansion,short_general_question,none,general_user_request,cue_negative_normal,medium,23,20_99,v36_00009,v36_00009,train,False,False,v36_adaptive_expansion,False,,이 소설의 주요 등장인물을 정리해 주세요.,이소설의주요등장인물을정리해,True,v36_adaptive_expansion,,,added,,v36_add,v36_adaptive_expansion,gn,-1.3601422906591267
v36_00010,,이 영상의 자막이 내용과 일치하는지 확인해 주세요.,0,normal,v36_llm_general_normal,normal_style_boundary_family,v36_llm_general_normal,v36_adaptive_expansion,v36_adaptive_expansion,short_general_question,none,general_user_request,cue_negative_normal,medium,28,20_99,v36_00010,v36_00010,train,False,False,v36_adaptive_expansion,False,,이 영상의 자막이 내용과 일치하는지 확인해 주세요.,이영상의자막이내용과일치하는지확인해,True,v36_adaptive_expansion,,,added,,v36_add,v36_adaptive_expansion,gn,-1.1301005227889331
